TransactionID,TransactionDate,RouteID,TransactionType,Amount
596,2026-04-15,2,Crew Cost,-4849.29
597,2024-12-10,9,Catering,-840.86
598,2025-07-16,3,Ticket Revenue,19506.83
599,2025-02-28,11,Ticket Revenue,11453.3
600,2024-01-17,12,Maintenance,-9047.69
601,2025-01-21,15,Airport Fees,-13466.01
602,2026-01-25,4,Baggage Revenue,14051.71
603,2024-04-17,2,Crew Cost,-9806.68
604,2024-02-19,6,Baggage Revenue,21332.17
605,2024-01-29,11,Crew Cost,-21117.03
606,2026-05-26,7,Catering,-9324.26
607,2025-04-06,4,Catering,-5785.93
608,2025-07-11,2,Baggage Revenue,12315.91
609,2025-09-03,3,Catering,-4157.96
610,2024-08-31,13,Airport Fees,-7273.33
611,2025-06-26,13,Crew Cost,-9764.02
612,2024-04-01,13,Crew Cost,-9755.97
613,2024-08-13,8,Maintenance,-4731.62
614,2025-12-06,1,Catering,-12884.28
615,2026-02-18,11,Airport Fees,-15461.13
616,2024-05-07,9,Fuel,-15408.37
617,2024-09-04,10,Airport Fees,-20115.97
618,2025-03-22,9,Ticket Revenue,2205.96
619,2025-08-24,4,Ticket Revenue,4175.21
620,2024-01-21,10,Baggage Revenue,11093.11
621,2025-08-27,15,Baggage Revenue,12225.6
622,2026-05-25,4,Crew Cost,-5375.0
623,2026-04-08,4,Crew Cost,-7693.96
624,2026-01-10,3,Maintenance,-4237.06
625,2025-08-11,10,Baggage Revenue,13705.54
626,2024-05-31,2,Fuel,-12085.93
627,2025-07-21,10,Baggage Revenue,17292.07
628,2025-09-03,11,Maintenance,-15873.39
629,2024-08-06,5,Baggage Revenue,6990.96
630,2025-04-02,8,Maintenance,-19077.58
631,2025-05-08,4,Ticket Revenue,4050.14
632,2024-03-24,10,Baggage Revenue,15870.7
633,2024-06-12,3,Ticket Revenue,15615.4
634,2025-03-22,9,Fuel,-6114.52
635,2026-04-01,9,Baggage Revenue,5125.84
636,2024-12-21,10,Baggage Revenue,2936.74
637,2026-03-17,14,Catering,-15623.2
638,2024-08-08,11,Ticket Revenue,9290.17
639,2024-07-10,5,Crew Cost,-24968.28
640,2026-06-15,4,Ticket Revenue,15983.09
641,2025-03-18,7,Baggage Revenue,544.54
642,2024-08-05,11,Catering,-9533.29
643,2025-11-30,6,Maintenance,-650.87
644,2025-09-29,5,Fuel,-15775.67
645,2024-04-07,11,Catering,-22965.22
646,2026-07-21,1,Ticket Revenue,18699.82
647,2024-04-24,13,Ticket Revenue,6853.86
648,2024-01-20,13,Airport Fees,-4714.35
649,2026-03-22,2,Ticket Revenue,21971.4
650,2024-05-13,12,Fuel,-3247.69
651,2025-04-04,9,Ticket Revenue,17833.1
652,2025-11-03,12,Ticket Revenue,6335.37
653,2025-12-02,12,Maintenance,-7748.97
654,2025-06-10,6,Airport Fees,-1454.42
655,2024-06-11,13,Ticket Revenue,4496.55
656,2026-02-19,12,Catering,-1270.96
657,2025-09-29,11,Crew Cost,-13156.13
658,2025-04-03,5,Maintenance,-11412.44
659,2025-08-10,4,Ticket Revenue,13450.87
660,2026-05-27,5,Fuel,-1913.92
661,2025-10-18,5,Crew Cost,-20210.71
662,2024-07-22,6,Crew Cost,-3366.59
663,2026-03-24,12,Ticket Revenue,20847.92
664,2025-04-11,11,Fuel,-8256.09
665,2026-06-11,6,Fuel,-11265.44
666,2026-04-02,4,Catering,-16420.17
667,2026-07-23,11,Airport Fees,-15253.44
668,2024-05-10,2,Fuel,-14275.48
669,2026-07-02,9,Ticket Revenue,10183.72
670,2025-07-08,4,Crew Cost,-12152.2
671,2026-02-22,9,Catering,-1918.57
672,2025-01-25,7,Airport Fees,-4303.36
673,2025-10-11,2,Maintenance,-18399.32
674,2025-07-18,5,Airport Fees,-16904.79
675,2024-08-31,8,Baggage Revenue,8619.19
676,2024-05-25,11,Ticket Revenue,19871.94
677,2026-02-09,14,Baggage Revenue,20212.15
678,2025-07-08,2,Crew Cost,-13329.34
679,2026-01-13,11,Baggage Revenue,24502.25
680,2025-07-15,10,Maintenance,-6883.56
681,2024-06-27,1,Catering,-7580.04
682,2025-07-16,5,Airport Fees,-530.36
683,2024-01-02,3,Maintenance,-4001.51
684,2024-06-19,3,Airport Fees,-20503.66
685,2025-07-09,5,Catering,-15842.55
686,2025-01-08,4,Crew Cost,-4996.44
687,2026-01-19,10,Baggage Revenue,17029.14
688,2025-03-10,3,Catering,-4339.86
689,2025-10-13,3,Crew Cost,-10345.36
690,2025-09-21,13,Airport Fees,-24952.32
691,2024-02-25,8,Ticket Revenue,8112.61
692,2026-06-28,5,Airport Fees,-17077.41
693,2025-02-02,13,Maintenance,-449.78
694,2024-03-19,13,Ticket Revenue,7697.94
695,2025-10-01,1,Ticket Revenue,7848.68
696,2026-06-27,5,Maintenance,-20997.76
697,2026-03-31,9,Baggage Revenue,4510.26
698,2026-04-02,1,Catering,-8256.19
699,2024-07-06,11,Crew Cost,-4326.87
700,2025-01-07,1,Baggage Revenue,12067.58
701,2025-05-15,15,Ticket Revenue,7017.57
702,2025-06-20,6,Ticket Revenue,4700.45
703,2024-04-01,9,Crew Cost,-10958.75
704,2024-09-09,13,Maintenance,-11980.38
705,2024-07-09,9,Fuel,-7933.46
706,2025-04-19,9,Fuel,-24181.05
707,2024-08-23,15,Maintenance,-3896.28
708,2026-02-20,11,Airport Fees,-17932.75
709,2025-04-27,7,Airport Fees,-13325.36
710,2024-01-08,7,Fuel,-9802.14
711,2026-02-04,10,Airport Fees,-16950.95
712,2026-05-04,5,Catering,-4096.82
713,2024-10-18,1,Crew Cost,-23273.11
714,2025-05-23,10,Crew Cost,-20878.78
715,2024-07-25,10,Baggage Revenue,18676.16
716,2025-08-10,9,Catering,-23969.41
717,2025-05-05,5,Catering,-23536.16
718,2025-04-01,1,Ticket Revenue,5287.92
719,2024-06-23,3,Baggage Revenue,22198.4
720,2024-08-21,9,Maintenance,-19843.72
721,2024-05-13,1,Baggage Revenue,11014.23
722,2024-12-27,10,Airport Fees,-13422.84
723,2024-01-01,3,Baggage Revenue,14183.31
724,2025-04-26,6,Crew Cost,-13094.99
725,2024-12-06,15,Catering,-10784.77
726,2025-02-13,6,Ticket Revenue,15674.42
727,2026-01-18,7,Airport Fees,-20641.41
728,2025-07-14,12,Crew Cost,-23846.0
729,2026-07-06,2,Airport Fees,-16750.39
730,2024-01-31,6,Maintenance,-23681.35
731,2024-02-15,8,Baggage Revenue,24074.38
732,2025-11-14,5,Baggage Revenue,16363.72
733,2026-03-04,15,Fuel,-7294.06
734,2025-06-08,12,Fuel,-13109.22
735,2024-12-19,1,Ticket Revenue,22632.13
736,2026-05-24,15,Catering,-3437.58
737,2024-09-19,4,Ticket Revenue,18638.97
738,2025-04-18,3,Airport Fees,-23669.93
739,2026-07-24,12,Catering,-18028.25
740,2024-02-05,6,Crew Cost,-23719.84
741,2026-02-06,1,Fuel,-18140.46
742,2026-02-16,1,Baggage Revenue,24663.37
743,2025-04-21,11,Baggage Revenue,24035.43
744,2026-06-21,8,Catering,-15799.79
745,2024-06-14,8,Fuel,-15122.04
746,2025-08-10,5,Catering,-22452.59
747,2026-04-14,4,Maintenance,-19327.73
748,2025-01-01,13,Catering,-15067.5
749,2024-09-08,7,Maintenance,-17934.66
750,2025-06-09,14,Ticket Revenue,2042.81
751,2025-06-14,9,Crew Cost,-23893.8
752,2026-04-11,2,Crew Cost,-10798.43
753,2024-11-27,7,Baggage Revenue,2514.8
754,2024-03-21,13,Fuel,-9657.77
755,2026-03-09,2,Baggage Revenue,12994.44
756,2024-02-23,4,Baggage Revenue,24918.32
757,2024-06-24,8,Baggage Revenue,15120.76
758,2026-03-09,5,Crew Cost,-1419.18
759,2025-12-01,10,Fuel,-2084.32
760,2024-06-10,14,Baggage Revenue,10374.83
761,2024-04-23,11,Catering,-21648.34
762,2025-11-05,6,Ticket Revenue,9196.99
763,2025-08-26,13,Maintenance,-24615.16
764,2026-05-25,1,Ticket Revenue,652.95
765,2025-04-11,12,Maintenance,-13818.71
766,2024-08-18,1,Catering,-24424.43
767,2024-02-18,3,Catering,-12239.69
768,2026-06-15,6,Baggage Revenue,12842.86
769,2024-04-07,3,Baggage Revenue,8189.69
770,2026-02-14,14,Ticket Revenue,20066.49
771,2025-08-21,10,Catering,-23277.56
772,2025-10-17,2,Crew Cost,-10849.56
773,2025-08-12,11,Catering,-22846.67
774,2025-05-26,3,Maintenance,-3748.46
775,2025-10-04,12,Ticket Revenue,16970.2
776,2024-08-01,15,Airport Fees,-7895.1
777,2026-06-30,1,Ticket Revenue,2917.0
778,2025-07-12,7,Maintenance,-15541.15
779,2024-07-11,10,Fuel,-13722.09
780,2024-02-13,14,Maintenance,-14311.99
781,2025-12-06,10,Crew Cost,-18517.84
782,2025-01-28,6,Maintenance,-12049.49
783,2026-01-29,1,Crew Cost,-9709.08
784,2025-09-07,8,Fuel,-18608.05
785,2026-06-26,7,Ticket Revenue,18169.63
786,2026-04-30,15,Airport Fees,-13315.79
787,2025-12-18,8,Ticket Revenue,15611.7
788,2024-07-05,15,Ticket Revenue,12862.32
789,2025-10-27,9,Baggage Revenue,15762.89
790,2024-02-10,3,Fuel,-10169.03
791,2024-06-29,2,Crew Cost,-20402.42
792,2024-01-04,11,Catering,-17759.91
793,2026-04-30,3,Maintenance,-17910.39
794,2026-02-20,7,Baggage Revenue,24531.15
795,2024-11-27,11,Baggage Revenue,12759.96
796,2024-12-12,3,Crew Cost,-23777.09
797,2024-10-26,2,Baggage Revenue,10090.9
798,2024-04-21,1,Maintenance,-22774.19
799,2024-10-17,5,Baggage Revenue,14279.56
800,2026-02-09,8,Catering,-14381.51
801,2024-04-15,7,Fuel,-21900.5
802,2024-04-05,2,Catering,-23875.2
803,2024-08-13,9,Ticket Revenue,5229.26
804,2025-06-18,15,Airport Fees,-3507.56
805,2026-05-15,4,Catering,-19494.42
806,2025-09-12,4,Airport Fees,-9147.71
807,2024-11-01,1,Baggage Revenue,3712.88
808,2026-05-13,7,Baggage Revenue,6002.52
809,2025-04-13,3,Crew Cost,-8908.39
810,2025-02-19,11,Crew Cost,-19392.66
811,2026-07-06,9,Fuel,-2120.91
812,2025-10-12,8,Baggage Revenue,12813.9
813,2025-06-23,2,Catering,-732.96
814,2024-01-15,6,Crew Cost,-17556.78
815,2024-08-15,9,Airport Fees,-24094.27
816,2025-05-13,10,Maintenance,-9114.12
817,2025-07-28,15,Maintenance,-23098.02
818,2025-02-28,3,Ticket Revenue,22152.8
819,2025-03-08,14,Maintenance,-8902.04
820,2024-10-11,8,Baggage Revenue,5444.33
821,2024-01-06,7,Baggage Revenue,8454.26
822,2026-05-31,15,Fuel,-22913.44
823,2024-04-22,5,Ticket Revenue,10812.01
824,2025-09-23,12,Maintenance,-12609.08
825,2025-09-21,9,Crew Cost,-3916.0
826,2025-06-25,6,Crew Cost,-5936.61
827,2025-10-18,4,Airport Fees,-23178.05
828,2024-05-05,14,Baggage Revenue,22884.08
829,2024-12-16,12,Maintenance,-7620.11
830,2025-10-14,14,Baggage Revenue,17594.82
831,2025-07-10,12,Baggage Revenue,17261.57
832,2025-03-14,5,Catering,-10717.59
833,2024-08-20,14,Ticket Revenue,17930.82
834,2025-11-02,15,Ticket Revenue,22412.14
835,2024-01-15,12,Catering,-19430.2
836,2025-12-06,8,Maintenance,-13899.94
837,2026-02-14,8,Airport Fees,-15990.89
838,2026-02-27,14,Crew Cost,-20992.98
839,2025-05-28,6,Crew Cost,-18818.52
840,2025-03-02,9,Ticket Revenue,23493.81
841,2024-06-19,14,Baggage Revenue,21038.83
842,2026-04-20,2,Maintenance,-1714.73
843,2025-11-19,9,Ticket Revenue,17998.97
844,2024-12-16,3,Fuel,-3607.27
845,2024-12-17,13,Baggage Revenue,20893.37
846,2025-09-27,8,Catering,-2771.72
847,2024-07-18,9,Baggage Revenue,7403.95
848,2024-12-09,1,Baggage Revenue,8072.92
849,2025-08-08,1,Fuel,-23340.98
850,2026-05-05,12,Baggage Revenue,24707.53
851,2026-05-05,15,Baggage Revenue,13607.15
852,2025-02-10,5,Airport Fees,-13194.73
853,2025-05-31,10,Crew Cost,-13645.58
854,2024-07-20,1,Crew Cost,-16110.96
855,2024-06-09,2,Crew Cost,-2000.49
856,2026-07-31,10,Catering,-7622.71
857,2024-02-01,4,Fuel,-15412.51
858,2024-10-15,10,Fuel,-6097.71
859,2025-08-24,11,Fuel,-15349.92
860,2026-05-20,2,Crew Cost,-22547.48
861,2025-12-18,11,Crew Cost,-19280.69
862,2026-03-15,3,Catering,-13481.17
863,2024-01-23,7,Maintenance,-7188.42
864,2025-05-30,12,Fuel,-10466.8
865,2025-01-04,8,Maintenance,-2422.74
866,2024-09-29,3,Ticket Revenue,3883.19
867,2025-06-21,12,Crew Cost,-24964.9
868,2024-03-07,1,Crew Cost,-22945.13
869,2024-10-04,15,Fuel,-15553.32
870,2024-08-30,15,Baggage Revenue,15840.12
871,2024-11-27,13,Maintenance,-7231.35
872,2026-04-30,5,Crew Cost,-9969.63
873,2025-08-25,1,Baggage Revenue,5365.43
874,2024-09-28,14,Airport Fees,-23773.49
875,2026-04-03,11,Crew Cost,-20434.28
876,2024-08-11,7,Airport Fees,-7554.39
877,2026-07-04,4,Airport Fees,-9255.25
878,2024-02-24,15,Baggage Revenue,573.35
879,2026-05-13,6,Ticket Revenue,6916.57
880,2025-05-10,7,Crew Cost,-6853.27
881,2024-08-16,12,Catering,-4095.86
882,2025-06-05,12,Crew Cost,-22910.16
883,2026-01-29,6,Baggage Revenue,872.07
884,2025-10-20,15,Ticket Revenue,14148.0
885,2026-08-03,7,Airport Fees,-10607.29
886,2026-04-10,5,Ticket Revenue,10187.94
887,2024-09-12,3,Airport Fees,-4018.34
888,2024-04-10,1,Baggage Revenue,19890.78
889,2025-10-29,2,Fuel,-8305.47
890,2024-12-23,7,Catering,-17203.97
891,2025-06-25,15,Catering,-8101.21
892,2025-08-12,12,Airport Fees,-22739.37
893,2024-03-25,3,Catering,-5917.12
894,2024-07-02,9,Maintenance,-20856.56
895,2026-03-19,6,Maintenance,-18665.03
896,2024-09-16,13,Crew Cost,-21791.64
897,2024-12-28,4,Ticket Revenue,24672.61
898,2026-01-31,5,Fuel,-14570.68
899,2024-08-07,11,Maintenance,-18329.26
900,2024-02-02,2,Baggage Revenue,14392.13
901,2025-04-15,5,Crew Cost,-22389.49
902,2026-05-05,4,Baggage Revenue,15538.38
903,2025-05-28,7,Maintenance,-21200.12
904,2026-01-21,4,Crew Cost,-6835.27
905,2025-06-12,13,Airport Fees,-1411.13
906,2024-11-07,6,Fuel,-2741.08
907,2026-04-13,6,Baggage Revenue,16418.97
908,2024-11-28,5,Airport Fees,-20933.54
909,2024-08-30,7,Fuel,-6282.65
910,2024-08-21,4,Airport Fees,-14879.7
911,2024-08-29,11,Crew Cost,-13274.87
912,2024-01-08,2,Airport Fees,-16575.33
913,2026-04-13,2,Airport Fees,-5992.89
914,2025-11-07,8,Catering,-5785.78
915,2024-03-06,8,Catering,-19554.95
916,2026-02-01,11,Baggage Revenue,1497.97
917,2026-01-28,2,Fuel,-17441.53
918,2024-06-24,14,Fuel,-2066.84
919,2024-09-18,9,Baggage Revenue,2848.32
920,2025-01-16,5,Baggage Revenue,6298.68
921,2025-08-16,12,Catering,-8734.11
922,2025-03-11,10,Baggage Revenue,24673.47
923,2024-09-03,14,Catering,-11573.01
924,2024-03-26,8,Ticket Revenue,10895.69
925,2026-06-21,11,Crew Cost,-19339.76
926,2024-10-04,14,Crew Cost,-6961.89
927,2026-01-24,13,Crew Cost,-15045.62
928,2024-10-04,11,Airport Fees,-17585.83
929,2026-07-19,6,Airport Fees,-21447.24
930,2026-03-31,3,Crew Cost,-3323.19
931,2024-08-01,1,Catering,-16474.28
932,2024-04-11,4,Catering,-417.84
933,2025-12-07,8,Fuel,-12570.88
934,2024-08-14,10,Maintenance,-9207.78
935,2025-07-24,3,Maintenance,-20423.74
936,2025-03-11,12,Airport Fees,-18261.77
937,2025-04-15,14,Catering,-17380.24
938,2024-05-12,2,Baggage Revenue,4487.55
939,2024-03-22,13,Ticket Revenue,7959.92
940,2024-07-12,10,Fuel,-7404.83
941,2025-07-10,2,Catering,-5092.11
942,2026-07-03,3,Maintenance,-10705.58
943,2024-09-07,12,Catering,-10802.26
944,2026-04-11,15,Fuel,-8942.48
945,2025-07-07,12,Airport Fees,-19913.93
946,2024-05-02,15,Catering,-17357.26
947,2025-08-17,6,Maintenance,-19935.12
948,2024-09-17,13,Crew Cost,-20263.9
949,2025-05-02,13,Crew Cost,-5751.42
950,2026-04-13,13,Fuel,-23672.01
951,2026-03-18,1,Airport Fees,-16367.04
952,2024-12-02,15,Crew Cost,-20017.45
953,2024-09-28,8,Crew Cost,-23230.17
954,2025-02-27,5,Maintenance,-20436.76
955,2025-08-08,12,Ticket Revenue,14122.45
956,2024-06-23,8,Catering,-12153.28
957,2026-05-08,6,Ticket Revenue,13834.19
958,2025-06-07,3,Ticket Revenue,21899.53
959,2024-08-07,13,Ticket Revenue,1934.09
960,2024-05-19,7,Fuel,-9857.59
961,2025-08-15,10,Airport Fees,-7322.52
962,2025-05-16,2,Ticket Revenue,11328.92
963,2024-08-10,5,Airport Fees,-15173.23
964,2026-05-30,11,Crew Cost,-19379.95
965,2025-07-25,5,Airport Fees,-509.76
966,2025-04-02,2,Crew Cost,-10960.12
967,2024-10-03,5,Fuel,-7470.96
968,2026-02-25,13,Crew Cost,-18484.62
969,2026-04-12,15,Catering,-7078.52
970,2025-07-03,13,Ticket Revenue,6083.61
971,2026-06-25,6,Catering,-4569.85
972,2024-12-17,15,Catering,-12728.85
973,2024-02-25,13,Fuel,-1586.77
974,2026-06-21,1,Catering,-17533.82
975,2025-10-29,6,Catering,-22141.4
976,2026-08-12,13,Maintenance,-5139.11
977,2025-12-10,3,Airport Fees,-12527.48
978,2024-11-07,5,Airport Fees,-22041.93
979,2025-10-20,15,Fuel,-21356.57
980,2026-08-05,3,Ticket Revenue,19614.26
981,2025-03-02,12,Catering,-4908.83
982,2026-07-31,12,Airport Fees,-11094.4
983,2024-12-16,4,Baggage Revenue,24586.66
984,2024-11-01,2,Baggage Revenue,6278.71
985,2025-01-04,2,Fuel,-3593.63
986,2025-03-12,14,Airport Fees,-10505.99
987,2026-06-13,4,Baggage Revenue,4033.8
988,2024-02-09,14,Crew Cost,-11928.23
989,2024-05-25,8,Airport Fees,-15593.02
990,2024-01-16,9,Catering,-10058.52
991,2025-06-20,10,Ticket Revenue,6543.92
992,2024-05-31,7,Maintenance,-11671.93
993,2026-07-17,15,Maintenance,-19831.96
994,2024-09-14,14,Crew Cost,-20495.52
995,2024-12-29,10,Maintenance,-452.62
996,2026-05-04,11,Maintenance,-1410.86
997,2025-09-27,11,Fuel,-22956.6
998,2024-11-09,1,Maintenance,-5926.43
999,2026-06-18,5,Catering,-10336.1
1000,2025-11-17,7,Crew Cost,-3076.87
1001,2024-01-23,3,Catering,-8562.83
1002,2026-06-25,7,Airport Fees,-19101.79
1003,2024-01-26,10,Ticket Revenue,1608.82
1004,2025-05-19,13,Catering,-11374.84
1005,2024-04-09,12,Fuel,-15509.93
1006,2026-03-15,14,Catering,-7377.28
1007,2026-02-26,11,Catering,-20583.85
1008,2025-02-02,9,Ticket Revenue,390.58
1009,2024-11-13,10,Catering,-10850.44
1010,2024-09-01,2,Maintenance,-21344.04
1011,2026-06-07,13,Ticket Revenue,3181.29
1012,2026-01-09,10,Airport Fees,-5042.4
1013,2024-04-15,11,Maintenance,-16483.24
1014,2025-09-08,7,Baggage Revenue,8067.95
1015,2026-06-13,12,Catering,-6400.16
1016,2025-09-25,7,Baggage Revenue,13195.41
1017,2024-11-11,13,Airport Fees,-15912.57
1018,2024-11-12,15,Baggage Revenue,17962.46
1019,2026-04-20,3,Baggage Revenue,9738.56
1020,2025-04-20,15,Catering,-14851.91
1021,2024-09-28,12,Airport Fees,-22972.68
1022,2025-01-08,7,Crew Cost,-23776.54
1023,2024-09-11,9,Catering,-15923.11
1024,2026-05-15,15,Crew Cost,-13586.56
1025,2024-03-08,8,Airport Fees,-18637.77
1026,2026-06-11,4,Ticket Revenue,22740.81
1027,2025-06-06,10,Ticket Revenue,5858.3
1028,2024-04-18,3,Fuel,-9504.04
1029,2025-07-02,6,Catering,-848.44
1030,2025-11-09,10,Maintenance,-24191.92
1031,2026-03-16,9,Baggage Revenue,20494.68
1032,2024-09-08,8,Maintenance,-2190.79
1033,2025-07-18,3,Catering,-21764.76
1034,2025-11-15,12,Catering,-17772.48
1035,2026-01-28,4,Ticket Revenue,21609.37
1036,2024-09-01,2,Maintenance,-21322.79
1037,2024-03-24,5,Ticket Revenue,6413.38
1038,2025-03-02,8,Fuel,-7504.76
1039,2024-09-20,1,Fuel,-8652.25
1040,2025-01-27,11,Fuel,-17477.56
1041,2026-02-22,11,Fuel,-16599.99
1042,2026-02-21,8,Baggage Revenue,12354.66
1043,2024-08-02,7,Fuel,-13743.5
1044,2024-12-03,5,Catering,-11437.1
1045,2024-08-11,8,Crew Cost,-8325.51
1046,2026-05-24,8,Airport Fees,-20407.69
1047,2026-05-27,9,Maintenance,-14411.78
1048,2024-04-09,9,Fuel,-19211.12
1049,2025-07-01,4,Crew Cost,-4230.96
1050,2024-08-12,9,Catering,-6391.7
1051,2026-06-01,6,Catering,-10314.74
1052,2024-08-14,9,Catering,-5841.98
1053,2024-10-15,11,Airport Fees,-15373.22
1054,2024-09-02,7,Fuel,-17945.37
1055,2025-03-23,6,Ticket Revenue,5908.45
1056,2025-07-27,5,Airport Fees,-622.69
1057,2025-03-09,14,Catering,-15283.93
1058,2025-01-08,2,Ticket Revenue,24534.56
1059,2026-05-05,13,Baggage Revenue,8384.61
1060,2025-03-14,1,Baggage Revenue,15967.71
1061,2026-02-16,10,Baggage Revenue,1484.33
1062,2026-08-05,9,Maintenance,-14349.43
1063,2026-05-15,11,Catering,-14132.22
1064,2026-03-01,13,Crew Cost,-14311.65
1065,2024-05-16,13,Crew Cost,-12297.71
1066,2025-02-18,12,Ticket Revenue,11428.35
1067,2024-12-15,9,Baggage Revenue,21663.58
1068,2025-12-17,9,Catering,-627.62
1069,2024-04-17,11,Fuel,-9555.13
1070,2024-05-03,10,Airport Fees,-10592.17
1071,2025-07-02,8,Maintenance,-20772.14
1072,2024-11-04,15,Baggage Revenue,9924.47
1073,2026-02-15,5,Baggage Revenue,2505.26
1074,2026-06-12,15,Crew Cost,-3326.66
1075,2024-01-03,11,Maintenance,-3272.22
1076,2026-07-26,15,Catering,-15215.47
1077,2025-08-02,4,Baggage Revenue,13394.47
1078,2026-04-04,1,Crew Cost,-6458.28
1079,2026-01-30,6,Maintenance,-4966.77
1080,2025-09-09,10,Fuel,-22765.86
1081,2025-07-29,15,Catering,-14772.87
1082,2026-02-16,12,Crew Cost,-21130.46
1083,2024-03-01,4,Airport Fees,-6834.45
1084,2024-05-16,2,Maintenance,-12024.7
1085,2024-11-04,9,Ticket Revenue,6647.73
1086,2025-01-20,6,Fuel,-4241.45
1087,2025-09-23,6,Ticket Revenue,9913.07
1088,2025-07-25,3,Maintenance,-376.81
1089,2026-05-06,9,Baggage Revenue,22281.9
1090,2025-07-23,6,Baggage Revenue,11411.38
1091,2025-02-08,3,Fuel,-3352.38
1092,2024-09-17,7,Ticket Revenue,11834.64
1093,2026-04-16,2,Catering,-21801.91
1094,2025-08-27,3,Fuel,-23946.26
1095,2025-04-15,10,Airport Fees,-343.1
1096,2024-09-29,8,Catering,-24375.4
1097,2025-05-27,2,Fuel,-8293.07
1098,2025-12-22,3,Catering,-17762.9
1099,2024-04-18,1,Airport Fees,-18893.37
1100,2025-04-03,14,Crew Cost,-22689.76
1101,2026-02-21,7,Maintenance,-10420.9
1102,2025-06-01,3,Maintenance,-19227.3
1103,2024-02-16,6,Baggage Revenue,17225.47
1104,2026-06-23,8,Baggage Revenue,8337.35
1105,2024-09-05,1,Ticket Revenue,20705.75
1106,2026-07-24,6,Crew Cost,-22327.29
1107,2024-07-12,7,Baggage Revenue,14301.54
1108,2026-02-10,7,Ticket Revenue,20532.06
1109,2024-10-31,15,Crew Cost,-15733.26
1110,2025-02-20,6,Ticket Revenue,19791.38
1111,2024-11-30,3,Baggage Revenue,15568.4
1112,2025-03-07,15,Baggage Revenue,17416.85
1113,2026-01-29,15,Baggage Revenue,1228.14
1114,2025-05-09,10,Fuel,-2680.33
1115,2024-03-05,13,Baggage Revenue,10512.58
1116,2026-01-06,1,Airport Fees,-19797.74
1117,2024-04-18,9,Catering,-1872.96
1118,2025-11-30,13,Crew Cost,-637.5
1119,2026-03-07,1,Airport Fees,-5686.46
1120,2024-09-23,9,Catering,-21550.13
1121,2024-10-12,3,Catering,-22212.84
1122,2025-03-11,2,Baggage Revenue,7571.11
1123,2025-11-29,10,Baggage Revenue,17140.77
1124,2025-10-10,8,Crew Cost,-17674.11
1125,2025-08-23,7,Fuel,-322.97
1126,2024-03-12,3,Ticket Revenue,9540.9
1127,2026-05-28,5,Baggage Revenue,4007.21
1128,2024-04-12,9,Crew Cost,-8850.17
1129,2025-09-17,7,Airport Fees,-6850.87
1130,2026-02-28,6,Airport Fees,-2184.29
1131,2025-11-26,15,Airport Fees,-24655.04
1132,2026-06-09,2,Maintenance,-12678.37
1133,2024-04-23,7,Airport Fees,-3881.99
1134,2024-06-20,10,Airport Fees,-6089.67
1135,2024-07-05,9,Fuel,-1208.85
1136,2026-05-28,4,Catering,-7711.7
1137,2026-07-15,9,Airport Fees,-1891.18
1138,2026-03-30,12,Fuel,-6414.98
1139,2025-10-02,8,Catering,-11053.13
1140,2024-05-20,14,Airport Fees,-16890.29
1141,2025-02-10,11,Fuel,-20863.3
1142,2024-05-20,4,Catering,-1660.83
1143,2024-04-06,10,Catering,-6391.62
1144,2025-04-15,5,Fuel,-3650.32
1145,2025-12-30,4,Ticket Revenue,8898.13
1146,2026-01-23,1,Crew Cost,-4655.22
1147,2025-08-25,12,Maintenance,-6109.41
1148,2025-04-15,8,Crew Cost,-22962.19
1149,2026-07-24,13,Baggage Revenue,16143.01
1150,2026-02-26,13,Fuel,-21702.58
1151,2026-01-11,5,Crew Cost,-13724.62
1152,2024-05-07,2,Fuel,-20548.75
1153,2024-03-01,11,Maintenance,-8937.28
1154,2024-08-24,3,Catering,-6338.05
1155,2026-05-04,11,Catering,-13855.35
1156,2025-11-28,12,Crew Cost,-23570.94
1157,2024-09-04,11,Catering,-20925.76
1158,2025-05-02,10,Ticket Revenue,6305.61
1159,2024-01-08,4,Crew Cost,-23881.62
1160,2025-01-27,3,Catering,-13267.28
1161,2025-06-11,10,Baggage Revenue,10697.28
1162,2026-03-11,3,Crew Cost,-7417.83
1163,2025-10-10,8,Fuel,-15789.95
1164,2024-05-14,2,Crew Cost,-14597.69
1165,2024-02-26,4,Catering,-20677.86
1166,2025-01-26,1,Airport Fees,-22894.84
1167,2026-06-23,5,Airport Fees,-18737.63
1168,2026-05-15,7,Fuel,-4869.46
1169,2024-01-03,2,Baggage Revenue,3571.76
1170,2026-05-22,2,Fuel,-13540.85
1171,2024-01-24,12,Baggage Revenue,4093.77
1172,2024-12-17,5,Catering,-15542.51
1173,2024-01-14,7,Ticket Revenue,4292.87
1174,2025-02-12,14,Catering,-6036.44
1175,2025-12-03,1,Fuel,-2367.81
1176,2024-03-14,1,Fuel,-20976.3
1177,2026-08-03,6,Maintenance,-14861.92
1178,2024-07-24,12,Crew Cost,-8857.98
1179,2026-03-04,15,Baggage Revenue,10098.02
1180,2024-01-17,6,Baggage Revenue,3626.38
1181,2024-07-12,5,Maintenance,-21244.36
1182,2025-05-26,7,Maintenance,-7835.69
1183,2024-03-14,9,Baggage Revenue,2060.04
1184,2026-08-04,15,Ticket Revenue,9171.17
